rank,candidate_id,final_score,semantic_fit_score,skills_match_score,experience_fit_score,employer_tier_score,location_fit_score,behavioral_reliability_multiplier,profile_completeness,applied_penalties,reasoning
1322,CAND_0000354,0.006,0.4562,0.3704,1.0,0.5284,1.0,0.2183,0.85,cv_speech_only_penalty,"Dev Vora brings 6y of ML/AI experience, most recently at Mindtree as Analytics Engineer. Strong hands-on match on BM25, scikit-learn, Kubernetes. Based in Hyderabad, Telangana. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
1323,CAND_0002037,0.0059,0.6259,0.3507,0.85,0.5477,0.3,0.2201,1.0,cv_speech_only_penalty,"Krishna Mittal brings 5y of ML/AI experience, most recently at Locobuzz as ML Engineer. Strong hands-on match on Deep Learning, pgvector, Elasticsearch. Based in Indore, Madhya Pradesh. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
1324,CAND_0056395,0.0059,0.5867,0.1844,0.35,0.25,0.3,0.0369,0.65,consulting_penalty,"Arjun Reddy brings 3y of ML/AI experience, most recently at Wipro as Civil Engineer. Strong hands-on match on Information Retrieval, FAISS, Sentence Transformers. Based in Ahmedabad, Gujarat. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period, incomplete profile details."
1325,CAND_0091890,0.0059,0.6819,0.4588,0.6,0.3518,1.0,0.3207,1.0,consulting_penalty|cv_speech_only_penalty,"Ayaan Subramanian brings 4y of ML/AI experience, most recently at Verloop.io as AI Research Engineer. Strong hands-on match on scikit-learn, Elasticsearch, Weaviate. Willing to relocate from Hyderabad, Telangana. Available in 60 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness."
1326,CAND_0030193,0.0058,0.6036,0.3054,1.0,0.7096,0.6,0.2422,0.8,cv_speech_only_penalty,"Diya Iyengar brings 7y of ML/AI experience, most recently at Dream11 as Computer Vision Engineer. Strong hands-on match on Deep Learning, pgvector, PyTorch. Willing to relocate from London. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
1327,CAND_0036484,0.0058,0.681,0.3087,0.85,0.5632,0.65,0.2464,0.8,cv_speech_only_penalty,"Advaith Singh brings 5y of ML/AI experience, most recently at InMobi as AI Research Engineer. Strong hands-on match on Qdrant, Milvus, TensorFlow. Based in Kolkata, West Bengal. Available in 90 days. Note: recent inactivity, longer notice period."
1328,CAND_0060349,0.0058,0.4964,0.0926,1.0,0.25,0.3,0.6314,1.0,consulting_penalty|cv_speech_only_penalty,"Ira Mittal brings 6y of ML/AI experience, most recently at HCL as QA Engineer. Strong hands-on match on FastAPI, Docker, MLflow. Based in Ahmedabad, Gujarat. Available in 30 days · Active GitHub contributor. Note: includes consulting history, recent inactivity."
1329,CAND_0087561,0.0058,0.6074,0.1239,0.85,0.5613,1.0,0.013,0.8,none,"Pari Tiwari brings 9y of ML/AI experience, most recently at Initech as Mechanical Engineer. Strong hands-on match on RAG, FastAPI, Information Retrieval. Willing to relocate from Hyderabad, Telangana. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1330,CAND_0089403,0.0058,0.5302,0.1976,0.1,0.6,1.0,0.2989,0.8,shallow_ai_penalty,"Aarav Krishnan brings 1y of ML/AI experience, most recently at Hooli as Content Writer. Strong hands-on match on Information Retrieval, FAISS, RAG. Willing to relocate from Delhi, Delhi. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
1331,CAND_0020236,0.0057,0.6348,0.1589,0.35,0.4406,1.0,0.0173,0.65,consulting_penalty,"Riya Iyengar brings 13y of ML/AI experience, most recently at Infosys as Civil Engineer. Strong hands-on match on FAISS, Sentence Transformers, Information Retrieval. Based in Pune, Maharashtra. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, incomplete profile details."
1332,CAND_0068273,0.0057,0.6139,0.3235,1.0,0.5256,1.0,0.2142,0.8,cv_speech_only_penalty,"Sai Gupta brings 6y of ML/AI experience, most recently at Wysa as Data Scientist. Strong hands-on match on pgvector, MLflow, BM25. Willing to relocate from Pune, Maharashtra. Available in 45 days. Note: lower recruiter responsiveness, recent inactivity."
1333,CAND_0003813,0.0056,0.5532,0.1836,1.0,0.6154,0.3,0.2187,1.0,cv_speech_only_penalty,"Sunil Patel brings 7y of ML/AI experience, most recently at Pied Piper as Data Engineer. Strong hands-on match on Weaviate, Docker, Deep Learning. Based in Vizag, Andhra Pradesh. Available in 90 days · Active GitHub contributor. Note: recent inactivity, longer notice period."
1334,CAND_0026331,0.0056,0.596,0.1506,1.0,0.425,0.3,0.0149,0.8,consulting_penalty,"Vivaan Shah brings 6y of ML/AI experience, most recently at Globex Inc as Civil Engineer. Strong hands-on match on FAISS, Pinecone, Information Retrieval. Based in Kochi, Kerala. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1335,CAND_0084460,0.0056,0.5136,0.1547,0.85,0.5636,1.0,0.2183,1.0,cv_speech_only_penalty,"Arnav Gupta brings 5y of ML/AI experience, most recently at upGrad as Senior Software Engineer (ML). Strong hands-on match on MLflow, Pinecone, Milvus. Willing to relocate from Gurgaon, Haryana. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
1336,CAND_0020845,0.0055,0.6424,0.2992,1.0,0.6361,0.3,0.2425,0.8,consulting_penalty|cv_speech_only_penalty,"Myra Malhotra brings 7y of ML/AI experience, most recently at Swiggy as AI Research Engineer. Strong hands-on match on scikit-learn, Pinecone, Elasticsearch. Based in Vizag, Andhra Pradesh. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness."
1337,CAND_0000112,0.0054,0.6576,0.249,0.35,0.8,0.85,0.1845,1.0,cv_speech_only_penalty,"Kavya Arora brings 3y of ML/AI experience, most recently at Zomato as AI Specialist. Strong hands-on match on MLflow, Milvus, Deep Learning. Willing to relocate from Vizag, Andhra Pradesh. Available in 45 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
1338,CAND_0000584,0.0054,0.489,0.2342,1.0,0.5,0.85,0.2448,0.8,cv_speech_only_penalty,"Kabir Vora brings 7y of ML/AI experience, most recently at Stark Industries as Analytics Engineer. Strong hands-on match on BM25, PyTorch, MLflow. Willing to relocate from Indore, Madhya Pradesh. Available in 90 days. Note: longer notice period."
1339,CAND_0091454,0.0054,0.6254,0.1585,0.1,0.5231,0.3,0.3375,0.8,shallow_ai_penalty,"Pari Iyengar brings 2y of ML/AI experience, most recently at Globex Inc as Mechanical Engineer. Strong hands-on match on Docker, Pinecone, RAG. Based in Vizag, Andhra Pradesh. Available in 30 days. Note: recent inactivity."
1340,CAND_0010408,0.0053,0.6579,0.2597,0.85,0.5,0.3,0.2121,1.0,cv_speech_only_penalty,"Vikram Sen brings 5y of ML/AI experience, most recently at Meesho as Junior ML Engineer. Strong hands-on match on TensorFlow, Deep Learning, Milvus. Based in Coimbatore, Tamil Nadu. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
1341,CAND_0045141,0.0053,0.6318,0.3185,0.85,0.25,0.85,0.4114,1.0,consulting_penalty|cv_speech_only_penalty,"Manish Patel brings 5y of ML/AI experience, most recently at HCL as Data Scientist. Strong hands-on match on Milvus, Deep Learning, Pinecone. Willing to relocate from Kochi, Kerala. Available in 30 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
1342,CAND_0064130,0.0053,0.6478,0.1036,1.0,0.3469,1.0,0.325,0.85,consulting_penalty|cv_speech_only_penalty,"Shreya Bose brings 6y of ML/AI experience, most recently at Unacademy as AI Research Engineer. Strong hands-on match on PyTorch, scikit-learn, MLflow. Willing to relocate from Chennai, Tamil Nadu. Available in 45 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
1343,CAND_0070333,0.0053,0.6725,0.3235,0.6,0.5714,0.85,0.3142,0.8,consulting_penalty|cv_speech_only_penalty,"Karan Kumar brings 4y of ML/AI experience, most recently at TCS as AI Research Engineer. Strong hands-on match on Milvus, FAISS, Weaviate. Willing to relocate from Bhubaneswar, Odisha. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness."
1344,CAND_0096131,0.0053,0.6575,0.3095,0.85,0.6,0.3,0.2356,0.8,cv_speech_only_penalty,"Shreya Menon brings 5y of ML/AI experience, most recently at Paytm as AI Specialist. Strong hands-on match on TensorFlow, Weaviate, Deep Learning. Based in Coimbatore, Tamil Nadu. Available in 90 days. Note: longer notice period."
1345,CAND_0001405,0.0052,0.6356,0.4005,0.35,0.5451,0.85,0.2581,1.0,consulting_penalty|cv_speech_only_penalty,"Tanya Dutta brings 3y of ML/AI experience, most recently at Infosys as Data Scientist. Strong hands-on match on Elasticsearch, TensorFlow, Weaviate. Willing to relocate from Kochi, Kerala. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
1346,CAND_0018153,0.0052,0.5456,0.2297,0.6,0.417,1.0,0.0139,0.8,consulting_penalty,"Rajesh Nair brings 11y of ML/AI experience, most recently at TCS as Business Analyst. Strong hands-on match on MLflow, Pinecone, Information Retrieval. Willing to relocate from Noida, Uttar Pradesh. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1347,CAND_0038867,0.0052,0.5861,0.1029,0.6,0.4031,1.0,0.3381,0.8,consulting_penalty|shallow_ai_penalty,"Divya Singh brings 4y of ML/AI experience, most recently at Stark Industries as Mechanical Engineer. Strong hands-on match on Sentence Transformers, FAISS, RAG. Willing to relocate from Delhi, Delhi. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
1348,CAND_0053664,0.0052,0.6018,0.1737,1.0,0.4101,0.3,0.0154,0.8,consulting_penalty,"Sunil Mukherjee brings 7y of ML/AI experience, most recently at Wipro as Civil Engineer. Strong hands-on match on Pinecone, FAISS, Information Retrieval. Based in Indore, Madhya Pradesh. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1349,CAND_0011135,0.0051,0.5043,0.4825,0.6,0.575,0.3,0.2218,1.0,cv_speech_only_penalty,"Sunil Dalal brings 4y of ML/AI experience, most recently at Locobuzz as Data Scientist. Strong hands-on match on Pinecone, TensorFlow, Qdrant. Based in Vizag, Andhra Pradesh. Available in 30 days. Note: lower recruiter responsiveness, recent inactivity."
1350,CAND_0039958,0.0051,0.5984,0.1976,0.85,0.4112,0.65,0.0139,0.65,consulting_penalty,"Nisha Mittal brings 9y of ML/AI experience, most recently at Wipro as Project Manager. Strong hands-on match on Sentence Transformers, RAG, FAISS. Based in Bangalore, Karnataka. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period, incomplete profile details."
1351,CAND_0043765,0.0051,0.5311,0.2963,0.1,0.5,0.3,0.2892,0.8,cv_speech_only_penalty,"Tanvi Iyengar brings 2y of ML/AI experience, most recently at Ola as Data Engineer. Strong hands-on match on Qdrant, PyTorch, Deep Learning. Based in Bhubaneswar, Odisha. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
1352,CAND_0075665,0.005,0.5317,0.335,0.85,0.51,0.3,0.2016,1.0,cv_speech_only_penalty,"Ritu Rao brings 5y of ML/AI experience, most recently at Vedantu as Data Engineer. Strong hands-on match on MLflow, TensorFlow, Qdrant. Based in Ahmedabad, Gujarat. Available in 90 days · Active GitHub contributor. Note: recent inactivity, longer notice period."
1353,CAND_0035867,0.0049,0.603,0.1062,0.85,0.2721,0.65,0.0234,0.8,consulting_penalty,"Kiara Krishnan brings 8y of ML/AI experience, most recently at Infosys as Mechanical Engineer. Strong hands-on match on Pinecone, FAISS, Information Retrieval. Based in Bangalore, Karnataka. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1354,CAND_0021797,0.0048,0.5003,0.1243,1.0,0.546,1.0,0.231,1.0,consulting_penalty|cv_speech_only_penalty,"Aryan Menon brings 7y of ML/AI experience, most recently at CRED as .NET Developer. Strong hands-on match on Elasticsearch, FastAPI, Docker. Based in Noida, Uttar Pradesh. Available in 90 days · Active GitHub contributor. Note: includes consulting history, recent inactivity, longer notice period."
1355,CAND_0072410,0.0048,0.6424,0.2423,0.6,0.3793,1.0,0.2856,0.8,consulting_penalty|cv_speech_only_penalty,"Diya Kumar brings 4y of ML/AI experience, most recently at PharmEasy as ML Engineer. Strong hands-on match on Elasticsearch, PyTorch, Deep Learning. Based in Gurgaon, Haryana. Available in 90 days. Note: includes consulting history, recent inactivity, longer notice period."
1356,CAND_0028413,0.0047,0.5643,0.3494,1.0,0.5,0.3,0.1833,1.0,cv_speech_only_penalty,"Riya Menon brings 6y of ML/AI experience, most recently at Nykaa as Senior Data Engineer. Strong hands-on match on Deep Learning, Milvus, Qdrant. Based in Bhubaneswar, Odisha. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
1357,CAND_0029220,0.0047,0.6498,0.3466,0.35,0.3953,1.0,0.2482,0.8,consulting_penalty|cv_speech_only_penalty,"Sunil Kumar brings 3y of ML/AI experience, most recently at Unacademy as AI Specialist. Strong hands-on match on PyTorch, FAISS, scikit-learn. Willing to relocate from Gurgaon, Haryana. Available in 90 days. Note: includes consulting history, longer notice period."
1358,CAND_0095568,0.0047,0.5385,0.2206,0.6,0.4113,0.3,0.0139,0.8,consulting_penalty,"Aarav Vora brings 10y of ML/AI experience, most recently at Pied Piper as Project Manager. Strong hands-on match on Docker, FAISS, Sentence Transformers. Based in Trivandrum, Kerala. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1359,CAND_0079373,0.0046,0.524,0.4182,1.0,0.6359,1.0,0.0084,1.0,consulting_penalty,"Pari Hegde brings 7y of ML/AI experience, most recently at HCL as .NET Developer. Strong hands-on match on pgvector, Elasticsearch, MLflow. Based in Gurgaon, Haryana. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1360,CAND_0010257,0.0045,0.6875,0.5082,1.0,0.9091,1.0,0.1346,1.0,cv_speech_only_penalty,"Ira Shetty brings 6y of ML/AI experience, most recently at Google as Senior Data Scientist. Strong hands-on match on Milvus, TensorFlow, Qdrant. Willing to relocate from Noida, Uttar Pradesh. Available in 120 days · Active GitHub contributor. Note: longer notice period."
1361,CAND_0058337,0.0045,0.4973,0.1737,0.1,0.5,1.0,0.2457,0.8,shallow_ai_penalty,"Sneha Iyer brings 2y of ML/AI experience, most recently at Acme Corp as Content Writer. Strong hands-on match on FAISS, Kubernetes, RAG. Based in Gurgaon, Haryana. Available in 90 days. Note: recent inactivity, longer notice period."
1362,CAND_0060315,0.0045,0.6646,0.1317,0.85,0.5683,1.0,0.1746,0.8,cv_speech_only_penalty,"Naina Sharma brings 5y of ML/AI experience, most recently at Glance as Senior Software Engineer (ML). Strong hands-on match on Milvus, MLflow, BM25. Willing to relocate from Bangalore, Karnataka. Available in 90 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1363,CAND_0040426,0.0044,0.5948,0.277,0.85,0.5524,0.85,0.2303,1.0,consulting_penalty|cv_speech_only_penalty,"Aarohi Sen brings 5y of ML/AI experience, most recently at Tech Mahindra as Data Scientist. Strong hands-on match on Milvus, scikit-learn, Kubernetes. Willing to relocate from Kochi, Kerala. Available in 60 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
1364,CAND_0087167,0.0044,0.5996,0.1333,1.0,0.3803,0.85,0.257,0.65,consulting_penalty|shallow_ai_penalty,"Aditya Gupta brings 6y of ML/AI experience, most recently at Wayne Enterprises as Civil Engineer. Strong hands-on match on FAISS, Information Retrieval, Docker. Willing to relocate from Vizag, Andhra Pradesh. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness, incomplete profile details."
1365,CAND_0073556,0.0043,0.6588,0.2041,0.6,0.5,1.0,0.196,0.8,cv_speech_only_penalty,"Rajesh Shah brings 4y of ML/AI experience, most recently at Nykaa as AI Research Engineer. Strong hands-on match on Qdrant, Deep Learning, Kubernetes. Willing to relocate from Chennai, Tamil Nadu. Available in 90 days. Note: recent inactivity, longer notice period."
1366,CAND_0025444,0.0042,0.5185,0.5079,1.0,0.5542,0.85,0.009,0.8,consulting_penalty,"Anika Chowdary brings 6y of ML/AI experience, most recently at Globex Inc as .NET Developer. Strong hands-on match on Pinecone, PyTorch, Qdrant. Willing to relocate from Indore, Madhya Pradesh. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1367,CAND_0031083,0.0042,0.5099,0.2403,0.6,0.3173,0.3,0.02,0.8,consulting_penalty,"Ananya Pillai brings 4y of ML/AI experience, most recently at Wipro as Mobile Developer. Strong hands-on match on Information Retrieval, Elasticsearch, MLflow. Based in Coimbatore, Tamil Nadu. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1368,CAND_0089211,0.0042,0.6019,0.2613,0.6,0.5385,1.0,0.176,1.0,cv_speech_only_penalty,"Aarohi Mehta brings 4y of ML/AI experience, most recently at Yellow.ai as AI Specialist. Strong hands-on match on FastAPI, Elasticsearch, pgvector. Willing to relocate from Noida, Uttar Pradesh. Available in 90 days. Note: lower recruiter responsiveness, longer notice period."
1369,CAND_0060622,0.0041,0.6291,0.372,0.35,0.5571,0.3,0.1717,1.0,cv_speech_only_penalty,"Kiara Naidu brings 3y of ML/AI experience, most recently at Yellow.ai as Computer Vision Engineer. Strong hands-on match on MLflow, pgvector, PyTorch. Based in Kochi, Kerala. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1370,CAND_0072263,0.0041,0.552,0.2864,1.0,0.3844,1.0,0.2057,1.0,consulting_penalty|cv_speech_only_penalty,"Karan Verma brings 6y of ML/AI experience, most recently at Infosys as Senior Software Engineer (ML). Strong hands-on match on Pinecone, scikit-learn, MLflow. Willing to relocate from Delhi, Delhi. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
1371,CAND_0075502,0.0041,0.6327,0.3185,0.35,0.5,1.0,0.1617,1.0,cv_speech_only_penalty,"Manish Bose brings 3y of ML/AI experience, most recently at PharmEasy as Senior Software Engineer (ML). Strong hands-on match on Milvus, BM25, Qdrant. Based in Mumbai, Maharashtra. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
1372,CAND_0077956,0.0041,0.596,0.4247,1.0,0.4757,0.85,0.1742,1.0,consulting_penalty|cv_speech_only_penalty,"Jay Arora brings 6y of ML/AI experience, most recently at Niramai as Computer Vision Engineer. Strong hands-on match on Weaviate, TensorFlow, Milvus. Willing to relocate from Chandigarh, Chandigarh. Available in 120 days · Active GitHub contributor. Note: includes consulting history, longer notice period."
1373,CAND_0030155,0.004,0.5197,0.1613,0.85,0.4917,0.3,0.2618,1.0,consulting_penalty|cv_speech_only_penalty,"Ananya Patel brings 5y of ML/AI experience, most recently at Tech Mahindra as Data Scientist. Strong hands-on match on FAISS, Milvus, Weaviate. Based in Jaipur, Rajasthan. Available in 60 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
1374,CAND_0046320,0.004,0.5374,0.2626,0.6,0.5,1.0,0.1963,0.8,cv_speech_only_penalty,"Avni Sharma brings 4y of ML/AI experience, most recently at Globex Inc as Data Engineer. Strong hands-on match on Deep Learning, MLflow, TensorFlow. Based in Delhi, Delhi. Available in 60 days. Note: lower recruiter responsiveness."
1375,CAND_0056910,0.004,0.6133,0.3476,0.6,0.5,0.65,0.1833,0.8,cv_speech_only_penalty,"Ananya Khanna brings 4y of ML/AI experience, most recently at Meesho as Junior ML Engineer. Strong hands-on match on pgvector, PyTorch, MLflow. Based in Chennai, Tamil Nadu. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
1376,CAND_0004555,0.0039,0.6144,0.2226,0.85,0.7331,0.3,0.1968,0.8,consulting_penalty|cv_speech_only_penalty,"Aditya Chowdary brings 5y of ML/AI experience, most recently at Dream11 as Senior Software Engineer (ML). Strong hands-on match on PyTorch, TensorFlow, Docker. Based in Kochi, Kerala. Available in 90 days. Note: includes consulting history, recent inactivity, longer notice period."
1377,CAND_0010222,0.0039,0.4954,0.3358,0.35,0.5,0.3,0.009,1.0,none,"Aryan Krishnan brings 3y of ML/AI experience, most recently at Wayne Enterprises as Java Developer. Strong hands-on match on BM25, Elasticsearch, Milvus. Based in Trivandrum, Kerala. Available in 150 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1378,CAND_0041083,0.0038,0.5771,0.3556,1.0,0.5,1.0,0.1294,1.0,cv_speech_only_penalty,"Pranav Bose brings 6y of ML/AI experience, most recently at Unacademy as Computer Vision Engineer. Strong hands-on match on Weaviate, TensorFlow, MLflow. Based in Noida, Uttar Pradesh. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1379,CAND_0070389,0.0038,0.5139,0.263,0.85,0.5294,0.3,0.2125,1.0,consulting_penalty|cv_speech_only_penalty,"Pranav Tiwari brings 5y of ML/AI experience, most recently at Unacademy as Analytics Engineer. Strong hands-on match on Milvus, FAISS, MLflow. Based in Vizag, Andhra Pradesh. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1380,CAND_0052030,0.0037,0.6832,0.2441,0.6,0.3333,0.3,0.256,1.0,consulting_penalty|cv_speech_only_penalty,"Aanya Dalal brings 4y of ML/AI experience, most recently at Infosys as Senior Software Engineer (ML). Strong hands-on match on FAISS, Deep Learning, Milvus. Based in Vizag, Andhra Pradesh. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
1381,CAND_0069386,0.0037,0.6514,0.2827,0.35,0.4286,1.0,0.2033,0.8,consulting_penalty|cv_speech_only_penalty,"Aditya Sethi brings 3y of ML/AI experience, most recently at HCL as ML Engineer. Strong hands-on match on scikit-learn, Deep Learning, Weaviate. Based in Mumbai, Maharashtra. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1382,CAND_0089595,0.0037,0.6044,0.2157,0.35,0.5,0.6,0.0076,1.0,none,"Avni Chopra brings 3y of ML/AI experience, most recently at Globex Inc as Civil Engineer. Strong hands-on match on MLflow, RAG, Pinecone. Willing to relocate from San Francisco. Available in 150 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1383,CAND_0097381,0.0037,0.5426,0.0996,1.0,0.3,0.3,0.3427,0.8,consulting_penalty|shallow_ai_penalty,"Aanya Pillai brings 6y of ML/AI experience, most recently at Wipro as Content Writer. Strong hands-on match on Pinecone, Kubernetes, FAISS. Based in Coimbatore, Tamil Nadu. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness."
1384,CAND_0004848,0.0036,0.6226,0.1794,0.85,0.7164,1.0,0.1552,0.8,cv_speech_only_penalty,"Kabir Desai brings 5y of ML/AI experience, most recently at Freshworks as Junior ML Engineer. Strong hands-on match on Weaviate, Pinecone, BM25. Willing to relocate from Bangalore, Karnataka. Available in 45 days. Note: lower recruiter responsiveness, recent inactivity."
1385,CAND_0067322,0.0036,0.5813,0.3576,0.6,0.5412,0.3,0.1758,0.8,cv_speech_only_penalty,"Rahul Vora brings 4y of ML/AI experience, most recently at Nykaa as Data Scientist. Strong hands-on match on scikit-learn, FAISS, Qdrant. Based in Coimbatore, Tamil Nadu. Available in 90 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
1386,CAND_0083060,0.0036,0.6018,0.1276,0.1,0.25,0.3,0.0243,0.8,consulting_penalty,"Myra Saxena brings 1y of ML/AI experience, most recently at TCS as Civil Engineer. Strong hands-on match on FAISS, Pinecone, Sentence Transformers. Based in Bhubaneswar, Odisha. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1387,CAND_0042232,0.0035,0.5522,0.1893,0.6,0.8,0.3,0.1616,0.8,cv_speech_only_penalty,"Aarav Chatterjee brings 4y of ML/AI experience, most recently at Razorpay as Backend Engineer. Strong hands-on match on scikit-learn, Qdrant, MLflow. Based in Vizag, Andhra Pradesh. Available in 90 days. Note: lower recruiter responsiveness, longer notice period."
1388,CAND_0066962,0.0035,0.5054,0.2152,0.85,0.4945,0.85,0.1896,0.65,consulting_penalty|cv_speech_only_penalty,"Aadhya Tiwari brings 8y of ML/AI experience, most recently at Razorpay as Full Stack Developer. Strong hands-on match on Deep Learning, MLflow, Docker. Willing to relocate from Vizag, Andhra Pradesh. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, incomplete profile details."
1389,CAND_0024890,0.0034,0.5584,0.1292,1.0,0.3866,0.85,0.2321,0.8,consulting_penalty|cv_speech_only_penalty,"Avni Nair brings 6y of ML/AI experience, most recently at Hooli as Data Engineer. Strong hands-on match on TensorFlow, Kubernetes, MLflow. Willing to relocate from Chandigarh, Chandigarh. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness."
1390,CAND_0091764,0.0034,0.6027,0.1786,1.0,0.3241,0.3,0.0126,0.8,consulting_penalty,"Kabir Subramanian brings 6y of ML/AI experience, most recently at Wipro as Project Manager. Strong hands-on match on FastAPI, FAISS, Pinecone. Based in Bhubaneswar, Odisha. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1391,CAND_0000343,0.0032,0.5163,0.2288,1.0,0.3947,0.3,0.1817,1.0,consulting_penalty|cv_speech_only_penalty,"Anika Kumar brings 6y of ML/AI experience, most recently at Accenture as Analytics Engineer. Strong hands-on match on Weaviate, Milvus, Deep Learning. Based in Coimbatore, Tamil Nadu. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1392,CAND_0016782,0.0032,0.5097,0.2688,1.0,0.5,1.0,0.1186,1.0,cv_speech_only_penalty,"Mira Dalal brings 7y of ML/AI experience, most recently at Ola as Data Engineer. Strong hands-on match on pgvector, Elasticsearch, Qdrant. Based in Noida, Uttar Pradesh. Available in 120 days · Active GitHub contributor. Note: recent inactivity, longer notice period."
1393,CAND_0025293,0.0032,0.5925,0.237,1.0,0.5579,1.0,0.1106,1.0,cv_speech_only_penalty,"Anil Khanna brings 6y of ML/AI experience, most recently at Mad Street Den as Data Scientist. Strong hands-on match on Milvus, pgvector, BM25. Based in Noida, Uttar Pradesh. Available in 120 days · Active GitHub contributor. Note: recent inactivity, longer notice period."
1394,CAND_0068892,0.0032,0.6383,0.2585,0.6,0.3616,1.0,0.1717,0.85,consulting_penalty|cv_speech_only_penalty,"Krishna Menon brings 4y of ML/AI experience, most recently at Wipro as Senior Software Engineer (ML). Strong hands-on match on BM25, Deep Learning, Weaviate. Based in Delhi, Delhi. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1395,CAND_0003881,0.0031,0.5464,0.1864,0.1,0.3456,1.0,0.0545,1.0,consulting_penalty|title_chaser_penalty,"Sneha Mukherjee brings 2y of ML/AI experience, most recently at TCS as Content Writer. Strong hands-on match on RAG, Information Retrieval, Sentence Transformers. Based in Hyderabad, Telangana. Available in 150 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
1396,CAND_0014683,0.0031,0.6558,0.2716,0.85,0.5,0.85,0.1178,0.8,cv_speech_only_penalty,"Ritu Tiwari brings 5y of ML/AI experience, most recently at Rephrase.ai as Senior Software Engineer (ML). Strong hands-on match on FAISS, pgvector, Deep Learning. Willing to relocate from Jaipur, Rajasthan. Available in 120 days. Note: recent inactivity, longer notice period."
